"block","plot","observer","visit","sampling_period","Rts_obs","obs_year","dp_march","min_post_sunrise","species","behaviour","sex","height","dist","minutes_to_obs"
"halqved","plot_33","jkn","fourth","second",2019-06-05 05:26:39,"2019",66,111.65,"koltt","Song","Male",NA,33.5216907146188,1.31666666666667
"halqved","plot_33","jkn","fourth","second",2019-06-05 05:27:11,"2019",66,112.183333333333,"spark","Song","Male",NA,3.75640143743415,1.85
"halqved","plot_36","jkn","fourth","second",2019-06-05 05:43:04,"2019",66,128.066666666667,"gardg","Song","Male",NA,44.6130797258385,0.116666666666667
"halqved","plot_36","jkn","fourth","second",2019-06-05 05:47:10,"2019",66,132.166666666667,"blams","Alarm call","Male/Female",NA,11.1450508946123,4.21666666666667
"halqved","plot_37","jkn","fourth","second",2019-06-05 06:09:30,"2019",66,154.5,"koltt","Alarm call","Male/Female",NA,38.816895200326,2.75
"halqved","plot_37","jkn","fourth","second",2019-06-05 06:11:38,"2019",66,156.633333333333,"notka","Song","Male",NA,48.1114064256759,4.88333333333333
"halqved","plot_37","jkn","fourth","second",2019-06-05 06:08:00,"2019",66,153,"bofik","Song","Male",NA,45.4670336247767,1.25
"halqved","plot_37","jkn","fourth","second",2019-06-05 06:09:43,"2019",66,154.716666666667,"trapa","Song","Male",NA,17.7596501439901,2.96666666666667
"halqved","plot_4","jkn","fourth","second",2019-06-05 05:06:30,"2019",66,91.5,"tofss","Song","Male",NA,29.5592613325341,2.85
"halqved","plot_6","jkn","fourth","second",2019-06-05 04:25:38,"2019",66,50.6333333333333,"taltt","Song","Male",NA,40.6136061192514,0.683333333333333
"halqved","plot_6","jkn","fourth","second",2019-06-05 04:25:50,"2019",66,50.8333333333333,"talge","Alarm call","Male/Female",NA,16.850972160852,0.883333333333333
"halqved","plot_8","jkn","fourth","second",2019-06-05 04:44:48,"2019",66,69.8,"talge","Alarm call","Male/Female",NA,17.0013199887793,0.116666666666667
"halqved","plot_8","jkn","fourth","second",2019-06-05 04:46:32,"2019",66,71.5333333333333,"talge","Alarm call","Male/Female",NA,9.372029545664,1.85
"kilsjon","plot_83","jkn","fourth","second",2019-06-05 07:31:51,"2019",66,236.85,"talge","Alarm call","Male/Female",NA,19.1594004384202,0.183333333333333
"kilsjon","plot_83","jkn","fourth","second",2019-06-05 07:34:05,"2019",66,239.083333333333,"bofik","In breeding habitat: bird seen","Male",7,3.84134864869945,2.41666666666667
"kilsjon","plot_83","jkn","fourth","second",2019-06-05 07:36:12,"2019",66,241.2,"bofik","Song","Male",NA,39.7465393061644,4.53333333333333
"kilsjon","plot_83","jkn","fourth","second",2019-06-05 07:36:19,"2019",66,241.316666666667,"tofss","Alarm call","Male/Female",NA,20.9155746919567,4.65
"kilsjon","plot_85","jkn","fourth","second",2019-06-05 07:53:49,"2019",66,258.816666666667,"talge","Alarm call","Male/Female",NA,18.1068521072977,0.633333333333333
"kilsjon","plot_85","jkn","fourth","second",2019-06-05 07:54:12,"2019",66,259.2,"talge","Alarm call","Male/Female",NA,5.48614821620143,1.01666666666667
"kilsjon","plot_85","jkn","fourth","second",2019-06-05 07:55:17,"2019",66,260.283333333333,"kungl","Song","Male",NA,33.0251856768721,2.1
"kilsjon","plot_85","jkn","fourth","second",2019-06-05 07:55:52,"2019",66,260.866666666667,"svare","Alarm call","Female",5,18.4062091579272,2.68333333333333
"kilsjon","plot_87","jkn","fourth","second",2019-06-05 08:40:37,"2019",66,305.616666666667,"bofik","Alarm call","Male/Female",NA,22.0640197429045,3.23333333333333
"kilsjon","plot_87","jkn","fourth","second",2019-06-05 08:38:34,"2019",66,303.566666666667,"tjadr","Song","Male",NA,32.3892005359585,1.18333333333333
"kilsjon","plot_88","jkn","fourth","second",2019-06-05 08:20:34,"2019",66,285.566666666667,"lovse","Song","Male",NA,34.3586184798317,4.88333333333333
"kyrkstigen","plot_118","jkn","first","second",2017-04-06 07:30:46,"2017",6,90.7666666666667,"kungl","Song","Male",NA,37.4848788976334,0.15
"kyrkstigen","plot_118","jkn","first","second",2017-04-06 07:31:20,"2017",6,91.3333333333333,"bofik","Song","Male",NA,33.3706596160355,0.716666666666667
"kyrkstigen","plot_118","jkn","first","second",2017-04-06 07:31:33,"2017",6,91.55,"rodhe","Song","Male",NA,39.6072109296886,0.933333333333333
"kyrkstigen","plot_118","jkn","first","second",2017-04-06 07:32:10,"2017",6,92.1666666666667,"bofik","Song","Male",NA,44.4759070366363,1.55
"kyrkstigen","plot_118","jkn","first","second",2017-04-06 07:33:16,"2017",6,93.2666666666667,"gardg","Song","Male",NA,46.5217366401309,2.65
"kyrkstigen","plot_118","jkn","first","second",2017-04-06 07:30:37,"2017",6,90.6166666666667,"bofik","Song","Male",NA,37.7002009308849,0
"kyrkstigen","plot_118","jkn","first","second",2017-04-06 07:34:19,"2017",6,94.3166666666667,"bofik","Song","Male",NA,28.8478136126506,3.7
"kyrkstigen","plot_122","jkn","first","second",2017-04-06 09:10:22,"2017",6,190.366666666667,"bofik","Alarm call","Male/Female",NA,40.9682173520172,2.53333333333333
"kyrkstigen","plot_122","jkn","first","second",2017-04-06 09:07:50,"2017",6,187.833333333333,"bofik","Song","Male",NA,40.7263296359004,0
"kyrkstigen","plot_122","jkn","first","second",2017-04-06 09:08:39,"2017",6,188.65,"talge","Alarm call","Male/Female",NA,25.2650213423841,0.816666666666667
"kyrkstigen","plot_122","jkn","first","second",2017-04-06 09:12:41,"2017",6,192.683333333333,"blams","In breeding habitat: bird seen","Male/Female",NA,25.1047580264604,4.85
"kyrkstigen","plot_122","jkn","first","second",2017-04-06 09:09:15,"2017",6,189.25,"talge","Alarm call","Male/Female",NA,44.9570473664368,1.41666666666667
"kyrkstigen","plot_122","jkn","first","second",2017-04-06 09:11:50,"2017",6,191.833333333333,"bofik","Song","Male",NA,30.3216933978145,4
"kyrkstigen","plot_122","jkn","first","second",2017-04-06 09:08:04,"2017",6,188.066666666667,"talge","Alarm call","Male/Female",NA,19.2926058385111,0.233333333333333
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:56:39,"2017",6,56.65,"bofik","Song","Male",NA,43.3269387908791,2.11666666666667
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:57:11,"2017",6,57.1833333333333,"bofik","Alarm call","Male/Female",NA,36.4638148655983,2.65
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:55:28,"2017",6,55.4666666666667,"tofss","Alarm call","Male/Female",NA,36.5282470342928,0.933333333333333
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:56:21,"2017",6,56.35,"talge","Song","Male",NA,35.947371099496,1.81666666666667
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:54:50,"2017",6,54.8333333333333,"talge","Alarm call","Male/Female",NA,18.1835711563988,0.3
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:55:01,"2017",6,55.0166666666667,"bofik","Song","Male",NA,43.6559303696155,0.483333333333333
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:58:26,"2017",6,58.4333333333333,"rodhe","Song","Male",NA,38.408273388353,3.9
"kyrkstigen","plot_56","jkn","first","second",2017-04-06 06:54:32,"2017",6,54.5333333333333,"svars","Song","Male",NA,32.2155525173204,0
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:09:05,"2017",6,129.083333333333,"bofik","Alarm call","Male/Female",NA,36.4834740733477,0.633333333333333
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:08:54,"2017",6,128.9,"bofik","Song","Male",NA,20.6205919271204,0.45
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:08:54,"2017",6,128.9,"bofik","Song","Male",NA,41.4470616626635,0.45
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:08:52,"2017",6,128.866666666667,"bofik","Song","Male",NA,41.6477017288756,0.416666666666667
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:08:40,"2017",6,128.666666666667,"rodhe","Song","Male",NA,43.7822390702258,0.216666666666667
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:08:49,"2017",6,128.816666666667,"bofik","Song","Male",NA,39.8516357216603,0.366666666666667
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:10:06,"2017",6,130.1,"bofik","Song","Male",NA,46.4235964938964,1.65
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:08:27,"2017",6,128.45,"taltt","Song","Male",NA,32.0306320847487,0
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:12:10,"2017",6,132.166666666667,"tofss","Song","Male",NA,9.62529358290407,3.71666666666667
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:12:27,"2017",6,132.45,"tofss","Song","Male",NA,16.5760438377526,4
"kyrkstigen","plot_60","jkn","first","second",2017-04-06 08:11:46,"2017",6,131.766666666667,"kungl","Alarm call","Male/Female",NA,8.16370657496704,3.31666666666667
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:37:19,"2017",6,337.316666666667,"bofik","Alarm call","Male/Female",NA,12.3959133221914,0
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:39:05,"2017",6,339.083333333333,"bofik","Song","Male",NA,42.0887915194741,1.76666666666667
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:39:52,"2017",6,339.866666666667,"koltt","Alarm call","Male/Female",NA,38.382064771366,2.55
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:40:02,"2017",6,340.033333333333,"koltt","Alarm call","Male/Female",NA,39.1967475985669,2.71666666666667
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:40:17,"2017",6,340.283333333333,"bofik","Song","Male",NA,45.9553512119983,2.96666666666667
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:40:56,"2017",6,340.933333333333,"bofik","Song","Male",NA,38.5922765672178,3.61666666666667
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:42:25,"2017",6,342.416666666667,"bofik","Song","Male",NA,48.0238430450849,5.1
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:38:39,"2017",6,338.65,"talge","In breeding habitat: bird seen","Male/Female",NA,25.270882043416,1.33333333333333
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:37:41,"2017",6,337.683333333333,"talla","Song","Male",NA,42.5065978217638,0.366666666666667
"kilsjon","plot_85","jkn","first","second",2017-04-06 11:37:56,"2017",6,337.933333333333,"kungl","Song","Male",NA,25.6001860273989,0.616666666666667
"kilsjon","plot_87","jkn","first","second",2017-04-06 10:22:06,"2017",6,262.1,"talge","Song","Male",NA,41.5538284639696,0
"kilsjon","plot_87","jkn","first","second",2017-04-06 10:22:25,"2017",6,262.416666666667,"talge","Alarm call","Male/Female",NA,16.2571495595843,0.316666666666667
"kilsjon","plot_87","jkn","first","second",2017-04-06 10:24:35,"2017",6,264.583333333333,"kungl","Alarm call","Male/Female",NA,11.1391448547885,2.48333333333333
"kilsjon","plot_87","jkn","first","second",2017-04-06 10:25:15,"2017",6,265.25,"bofik","Song","Male",NA,47.4269456607626,3.15
"kilsjon","plot_87","jkn","first","second",2017-04-06 10:22:49,"2017",6,262.816666666667,"bofik","Song","Male",NA,42.6457596957079,0.716666666666667
"kilsjon","plot_87","jkn","first","second",2017-04-06 10:26:11,"2017",6,266.183333333333,"talla","Song","Male",NA,39.83781930847,4.08333333333333
"kilsjon","plot_87","jkn","first","second",2017-04-06 10:23:57,"2017",6,263.95,"talge","Alarm call","Male/Female",NA,17.5639403679305,1.85
"kilsjon","plot_88","jkn","first","second",2017-04-06 10:58:46,"2017",6,298.766666666667,"tofss","Alarm call","Male/Female",NA,6.60389103573809,0.2
"kilsjon","plot_88","jkn","first","second",2017-04-06 11:00:39,"2017",6,300.65,"tofss","Song","Male",NA,25.4343726174465,2.08333333333333
"kilsjon","plot_88","jkn","first","second",2017-04-06 11:01:43,"2017",6,301.716666666667,"talla","Alarm call","Male/Female",NA,42.5786493444706,3.15
"kilsjon","plot_88","jkn","first","second",2017-04-06 11:02:45,"2017",6,302.75,"talla","Alarm call","Male/Female",NA,45.7060650794367,4.18333333333333
"stocksatra","plot_104","jkn","second","second",2017-05-06 06:19:18,"2017",36,104.3,"bofik","Song","Male",NA,26.0564216467352,0.183333333333333
"stocksatra","plot_104","jkn","second","second",2017-05-06 06:21:41,"2017",36,106.683333333333,"rodhe","Song","Male",NA,14.2890304518874,2.56666666666667
"stenby","plot_119","jkn","second","second",2017-05-06 10:05:44,"2017",36,330.733333333333,"rodhe","Song","Male",NA,30.7554924141956,0.4
"stenby","plot_119","jkn","second","second",2017-05-06 10:05:34,"2017",36,330.566666666667,"talge","Song","Male",NA,45.5908147360576,0.233333333333333
"kyrkstigen","plot_122","jkn","second","second",2017-05-06 08:19:27,"2017",36,224.45,"talge","Song","Male",NA,27.7446926781912,0.183333333333333
"kyrkstigen","plot_122","jkn","second","second",2017-05-06 08:22:37,"2017",36,227.616666666667,"talge","Song","Male",NA,46.8018562341052,3.35
"stocksatra","plot_123","jkn","second","second",2017-05-06 05:05:56,"2017",36,30.9333333333333,"bofik","Song","Male",NA,47.1859738194984,2.45
"stocksatra","plot_123","jkn","second","second",2017-05-06 05:07:34,"2017",36,32.5666666666667,"rodhe","Song","Male",NA,41.0292995313532,4.08333333333333
"stocksatra","plot_123","jkn","second","second",2017-05-06 05:03:43,"2017",36,28.7166666666667,"talge","Alarm call","Male",NA,13.0444060733833,0.233333333333333
"stocksatra","plot_125","jkn","second","second",2017-05-06 05:41:34,"2017",36,66.5666666666667,"rodhe","Song","Male",NA,48.0926749949884,1.7
"stocksatra","plot_46","jkn","second","second",2017-05-06 06:57:56,"2017",36,142.933333333333,"bofik","Alarm call","Male/Female",NA,38.0261100783891,1.18333333333333
"stocksatra","plot_46","jkn","second","second",2017-05-06 07:00:23,"2017",36,145.383333333333,"rodhe","Song","Male",NA,42.7731907611978,3.63333333333333
"stocksatra","plot_49","jkn","second","second",2017-05-06 07:40:30,"2017",36,185.5,"talge","Alarm call","Male/Female",NA,29.481390453897,4.63333333333333
"stocksatra","plot_49","jkn","second","second",2017-05-06 07:37:18,"2017",36,182.3,"bofik","Song","Male",NA,48.9414927411977,1.43333333333333
"stocksatra","plot_49","jkn","second","second",2017-05-06 07:36:50,"2017",36,181.833333333333,"tofss","Song","Male",NA,44.8257765486698,0.966666666666667
"stenby","plot_71","jkn","second","second",2017-05-06 09:27:53,"2017",36,292.883333333333,"bofik","Alarm call","Male/Female",NA,26.9333765407445,0.666666666666667
"stenby","plot_71","jkn","second","second",2017-05-06 09:32:15,"2017",36,297.25,"bofik","In breeding habitat: bird seen","Male",NA,43.4162139494852,5.03333333333333
"stenby","plot_72","jkn","second","second",2017-05-06 10:41:39,"2017",36,366.65,"rodhe","Song","Male",NA,37.4108046695001,0.166666666666667
"kilsjon","plot_83","jkn","fourth","second",2017-06-06 08:43:10,"2017",67,310.166666666667,"rodhe","Song","Male",NA,36.1274318913872,3.48333333333333
"kilsjon","plot_83","jkn","fourth","second",2017-06-06 08:41:20,"2017",67,308.333333333333,"kungl","Song","Male",NA,8.03976218806225,1.65
"kilsjon","plot_83","jkn","fourth","second",2017-06-06 08:43:50,"2017",67,310.833333333333,"bofik","Song","Male",NA,26.8828493552458,4.15
"kilsjon","plot_83","jkn","fourth","second",2017-06-06 08:39:51,"2017",67,306.85,"bofik","Song","Male",NA,37.5475727152171,0.166666666666667
"kilsjon","plot_83","jkn","fourth","second",2017-06-06 08:40:02,"2017",67,307.033333333333,"talla","Song","Male",NA,41.1532212413784,0.35
"kilsjon","plot_83","jkn","fourth","second",2017-06-06 08:40:32,"2017",67,307.533333333333,"bofik","Song","Male",NA,48.7833297745076,0.85
"kilsjon","plot_85","jkn","fourth","second",2017-06-06 07:53:36,"2017",67,260.6,"bofik","Alarm call","Male/Female",NA,34.9412316106641,0.15
"kilsjon","plot_85","jkn","fourth","second",2017-06-06 07:58:12,"2017",67,265.2,"koltt","Alarm call","Male/Female",NA,42.4556628624101,4.75
"kilsjon","plot_85","jkn","fourth","second",2017-06-06 07:57:54,"2017",67,264.9,"rodhe","Alarm call","Male/Female",NA,38.5719255215175,4.45
"kilsjon","plot_85","jkn","fourth","second",2017-06-06 07:56:35,"2017",67,263.583333333333,"kungl","Song","Male",NA,38.0753973695562,3.13333333333333
"kilsjon","plot_87","jkn","fourth","second",2017-06-06 06:33:17,"2017",67,180.283333333333,"talge","Song","Male",NA,31.3416085580288,4.03333333333333
"kilsjon","plot_87","jkn","fourth","second",2017-06-06 06:30:09,"2017",67,177.15,"talge","Alarm call","Male/Female",NA,25.7013697565131,0.9
"kilsjon","plot_87","jkn","fourth","second",2017-06-06 06:30:18,"2017",67,177.3,"talge","Alarm call","Male/Female",NA,26.1384621628862,1.05
"kilsjon","plot_87","jkn","fourth","second",2017-06-06 06:31:30,"2017",67,178.5,"talge","Song","Male",NA,37.425150216361,2.25
"kilsjon","plot_88","jkn","fourth","second",2017-06-06 07:03:45,"2017",67,210.75,"bofik","Song","Male",NA,34.4367386003812,1.08333333333333
"kilsjon","plot_88","jkn","fourth","second",2017-06-06 07:03:51,"2017",67,210.85,"koltt","Alarm call","Male/Female",NA,45.2989745160553,1.18333333333333
"kilsjon","plot_88","jkn","fourth","second",2017-06-06 07:04:43,"2017",67,211.716666666667,"svara","Song","Male",NA,35.8030249280236,2.05
"kilsjon","plot_88","jkn","fourth","second",2017-06-06 07:06:25,"2017",67,213.416666666667,"grona","In breeding habitat: bird seen","Male",8,19.8569546077536,3.75
"kilsjon","plot_88","jkn","fourth","second",2017-06-06 07:07:26,"2017",67,214.433333333333,"tofss","Alarm call","Male/Female",NA,24.4980200619416,4.76666666666667
"tjaderleksmossen","plot_111","jkn","fifth","second",2018-06-06 09:41:35,"2018",67,368.583333333333,"kungl","Song","Male",NA,31.1323054469465,3.58333333333333
"tjaderleksmossen","plot_111","jkn","fifth","second",2018-06-06 09:40:53,"2018",67,367.883333333333,"talge","Alarm call","Male/Female",NA,24.7418482001663,2.88333333333333
"tjaderleksmossen","plot_113","jkn","fifth","second",2018-06-06 08:25:19,"2018",67,292.316666666667,"talge","Alarm call","Male/Female",NA,23.6175628252987,0.283333333333333
"tjaderleksmossen","plot_113","jkn","fifth","second",2018-06-06 08:25:17,"2018",67,292.283333333333,"bofik","Song","Male",NA,28.3150021367029,0.25
"tjaderleksmossen","plot_113","jkn","fifth","second",2018-06-06 08:25:46,"2018",67,292.766666666667,"gardg","Song","Male",NA,36.3232399844352,0.733333333333333
"tjaderleksmossen","plot_113","jkn","fifth","second",2018-06-06 08:25:28,"2018",67,292.466666666667,"talge","Alarm call","Male/Female",NA,25.762436180552,0.433333333333333
"tjaderleksmossen","plot_113","jkn","fifth","second",2018-06-06 08:28:05,"2018",67,295.083333333333,"taltt","Song","Male",NA,33.1951439408064,3.05
"tjaderleksmossen","plot_114","jkn","fifth","second",2018-06-06 07:28:22,"2018",67,235.366666666667,"tofss","Song","Male",NA,47.4110493131312,2.51666666666667
"tjaderleksmossen","plot_114","jkn","fifth","second",2018-06-06 07:26:15,"2018",67,233.25,"rodhe","Song","Male",NA,33.5447778094297,0.4
"tjaderleksmossen","plot_115","jkn","fifth","second",2018-06-06 07:49:54,"2018",67,256.9,"bofik","Song","Male",NA,31.4398280202987,3.63333333333333
"tjaderleksmossen","plot_115","jkn","fifth","second",2018-06-06 07:46:40,"2018",67,253.666666666667,"blams","Alarm call","Male/Female",NA,18.9529931990261,0.4
"tjaderleksmossen","plot_124","jkn","fifth","second",2018-06-06 09:09:18,"2018",67,336.3,"trapa","Song","Male",NA,29.2903223902695,0.316666666666667
"brudgatan","plot_38","jkn","fifth","second",2018-06-06 04:48:15,"2018",67,75.25,"jarnv","Song","Male",NA,12.9940135299863,3.3
"brudgatan","plot_38","jkn","fifth","second",2018-06-06 04:47:34,"2018",67,74.5666666666667,"blams","Alarm call","Male/Female",NA,38.9227828409806,2.61666666666667
"brudgatan","plot_38","jkn","fifth","second",2018-06-06 04:45:15,"2018",67,72.25,"blams","Alarm call","Male/Female",NA,25.3857540751392,0.3
"brudgatan","plot_38","jkn","fifth","second",2018-06-06 04:45:06,"2018",67,72.1,"rodhe","Alarm call","Male/Female",NA,16.4164087427455,0.15
"brudgatan","plot_39","jkn","fifth","second",2018-06-06 04:21:43,"2018",67,48.7166666666667,"bofik","Song","Male",NA,17.9716543937349,0.133333333333333
"brudgatan","plot_39","jkn","fifth","second",2018-06-06 04:24:36,"2018",67,51.6,"talge","Alarm call","Male/Female",NA,25.572032135877,3.01666666666667
"brudgatan","plot_45","jkn","fifth","second",2018-06-06 03:55:49,"2018",67,22.8166666666667,"blams","Alarm call","Male/Female",NA,24.0640474143398,0.25
"brudgatan","plot_45","jkn","fifth","second",2018-06-06 03:57:47,"2018",67,24.7833333333333,"bofik","Song","Male",NA,47.3451970587862,2.21666666666667
"brudgatan","plot_45","jkn","fifth","second",2018-06-06 04:00:07,"2018",67,27.1166666666667,"talge","Alarm call","Male/Female",NA,12.087362526284,4.55
"brudgatan","plot_45","jkn","fifth","second",2018-06-06 03:55:40,"2018",67,22.6666666666667,"rodhe","Alarm call","Male/Female",NA,17.3068017578633,0.1
"kilsjon","plot_83","jkn","fifth","second",2018-06-06 06:39:44,"2018",67,186.733333333333,"bofik","Song","Male",NA,14.1038821606923,0.133333333333333
"kilsjon","plot_83","jkn","fifth","second",2018-06-06 06:41:45,"2018",67,188.75,"rodhe","Song","Male",NA,38.7646124373834,2.15
"kilsjon","plot_85","jkn","fifth","second",2018-06-06 06:18:15,"2018",67,165.25,"koltt","Song","Male",NA,46.388257439069,0.183333333333333
"kilsjon","plot_85","jkn","fifth","second",2018-06-06 06:18:55,"2018",67,165.916666666667,"talge","In breeding habitat: bird seen","Male",4,24.464525971486,0.85
"kilsjon","plot_85","jkn","fifth","second",2018-06-06 06:19:22,"2018",67,166.366666666667,"kungl","Song","Male",NA,39.8177885886203,1.3
"kilsjon","plot_85","jkn","fifth","second",2018-06-06 06:22:30,"2018",67,169.5,"koltt","Alarm call","Male/Female",NA,38.3362348249082,4.43333333333333
"kilsjon","plot_87","jkn","fifth","second",2018-06-06 05:41:08,"2018",67,128.133333333333,"talge","In breeding habitat: bird seen","Male",5,25.4138230066052,0.9
"kilsjon","plot_87","jkn","fifth","second",2018-06-06 05:41:17,"2018",67,128.283333333333,"talge","In breeding habitat: bird seen","Female",5,25.7715350144046,1.05
"kilsjon","plot_88","jkn","fifth","second",2018-06-06 05:57:58,"2018",67,144.966666666667,"bofik","Song","Male",NA,48.4745989274534,0.25
"kilsjon","plot_88","jkn","fifth","second",2018-06-06 06:02:35,"2018",67,149.583333333333,"kungl","Song","Male",NA,32.196583476388,4.86666666666667
"tjaderleksmossen","plot_111","jkn","fourth","second",2019-06-06 07:06:48,"2019",67,213.8,"talge","Song","Male",NA,30.0317416669714,3.26666666666667
"tjaderleksmossen","plot_111","jkn","fourth","second",2019-06-06 07:07:59,"2019",67,214.983333333333,"rodhe","Song","Male",NA,42.0574730898555,4.45
"tjaderleksmossen","plot_113","jkn","fourth","second",2019-06-06 08:04:14,"2019",67,271.233333333333,"koltt","In breeding habitat: bird seen","Male",3,27.3484234541444,3.23333333333333
"tjaderleksmossen","plot_113","jkn","fourth","second",2019-06-06 08:04:32,"2019",67,271.533333333333,"bofik","Song","Male",NA,46.9941320374691,3.53333333333333
"tjaderleksmossen","plot_113","jkn","fourth","second",2019-06-06 08:02:02,"2019",67,269.033333333333,"rodhe","In breeding habitat: bird seen","Male/Female",3,27.1265177130724,1.03333333333333
"tjaderleksmossen","plot_113","jkn","fourth","second",2019-06-06 08:04:03,"2019",67,271.05,"blams","Alarm call","Male/Female",NA,23.1942489375663,3.05
"tjaderleksmossen","plot_113","jkn","fourth","second",2019-06-06 08:05:16,"2019",67,272.266666666667,"svare","Song","Male",NA,26.9834996217851,4.26666666666667
"tjaderleksmossen","plot_114","jkn","fourth","second",2019-06-06 06:18:48,"2019",67,165.8,"svare","Song","Male",NA,17.1635746859442,1.41666666666667
"tjaderleksmossen","plot_114","jkn","fourth","second",2019-06-06 06:20:00,"2019",67,167,"jarnv","Song","Male",NA,18.5460026841954,2.61666666666667
"tjaderleksmossen","plot_114","jkn","fourth","second",2019-06-06 06:17:33,"2019",67,164.55,"svars","Song","Male",NA,33.2302396958894,0.166666666666667
"tjaderleksmossen","plot_114","jkn","fourth","second",2019-06-06 06:20:36,"2019",67,167.6,"ringa","Song","Male",NA,33.8110581469521,3.21666666666667
"tjaderleksmossen","plot_115","jkn","fourth","second",2019-06-06 06:39:01,"2019",67,186.016666666667,"taltt","Song","Male",NA,49.6228358850699,3.56666666666667
"tjaderleksmossen","plot_115","jkn","fourth","second",2019-06-06 06:35:35,"2019",67,182.583333333333,"gardg","Song","Male",NA,40.6357563846735,0.133333333333333
"tjaderleksmossen","plot_115","jkn","fourth","second",2019-06-06 06:38:16,"2019",67,185.266666666667,"bofik","Song","Male",NA,30.0450493738759,2.81666666666667
"tjaderleksmossen","plot_124","jkn","fourth","second",2019-06-06 07:31:38,"2019",67,238.633333333333,"svare","In breeding habitat: bird seen","Male",14,19.9103897500805,3.66666666666667
"orsjon","plot_73","jkn","fourth","second",2019-06-06 05:16:50,"2019",67,103.833333333333,"bofik","Song","Male",NA,29.4838798602277,0.166666666666667
"orsjon","plot_73","jkn","fourth","second",2019-06-06 05:20:18,"2019",67,107.3,"talge","Alarm call","Male/Female",NA,31.8622836821117,3.63333333333333
"orsjon","plot_73","jkn","fourth","second",2019-06-06 05:20:29,"2019",67,107.483333333333,"talge","Alarm call","Male/Female",NA,28.0881191467174,3.81666666666667
"orsjon","plot_73","jkn","fourth","second",2019-06-06 05:21:27,"2019",67,108.45,"blams","Alarm call","Male/Female",NA,22.6506256226503,4.78333333333333
"orsjon","plot_74","jkn","fourth","second",2019-06-06 05:03:42,"2019",67,90.7,"talge","Alarm call","Male/Female",NA,27.1332013818646,4.71666666666667
"orsjon","plot_74","jkn","fourth","second",2019-06-06 04:59:05,"2019",67,86.0833333333333,"stort","Alarm call","Male/Female",NA,13.3221205621227,0.1
"orsjon","plot_74","jkn","fourth","second",2019-06-06 04:59:33,"2019",67,86.55,"bofik","Song","Male",NA,41.572820765988,0.566666666666667
"orsjon","plot_74","jkn","fourth","second",2019-06-06 05:01:57,"2019",67,88.95,"blams","Song","Male",NA,19.708182213679,2.96666666666667
"orsjon","plot_74","jkn","fourth","second",2019-06-06 04:59:38,"2019",67,86.6333333333333,"gardg","Song","Male",NA,41.0799436861915,0.65
"orsjon","plot_74","jkn","fourth","second",2019-06-06 05:01:43,"2019",67,88.7166666666667,"blams","Alarm call","Male/Female",NA,26.8957670893842,2.73333333333333
"orsjon","plot_74","jkn","fourth","second",2019-06-06 04:59:21,"2019",67,86.35,"grafe","Song","Male",NA,24.2160138959165,0.366666666666667
"orsjon","plot_75","jkn","fourth","second",2019-06-06 04:41:54,"2019",67,68.9,"blams","Alarm call","Male/Female",NA,22.1572686051373,0.433333333333333
"orsjon","plot_75","jkn","fourth","second",2019-06-06 04:41:47,"2019",67,68.7833333333333,"lovse","Song","Male",NA,28.029517185333,0.316666666666667
"orsjon","plot_75","jkn","fourth","second",2019-06-06 04:41:34,"2019",67,68.5666666666667,"stort","Alarm call","Male/Female",NA,20.4804143266319,0.1
"orsjon","plot_75","jkn","fourth","second",2019-06-06 04:42:04,"2019",67,69.0666666666667,"bofik","Alarm call","Male/Female",NA,18.3612514822009,0.6
"orsjon","plot_79","jkn","fourth","second",2019-06-06 04:21:28,"2019",67,48.4666666666667,"talge","Alarm call","Male/Female",NA,26.1062939545438,5.01666666666667
"orsjon","plot_79","jkn","fourth","second",2019-06-06 04:18:10,"2019",67,45.1666666666667,"rodhe","Alarm call","Male/Female",NA,26.1752466461525,1.71666666666667
